",""Bonne année à tous les employés d'Algérie Télécom, et que cette année soit maqué par plus de réalisations et de succès inchallah"""
",""Bonne et heureuse année à vous tt et ts, restons toujours plus proche les uns des autres. Merci à vous et à d'autres innovations!!!!"""
",دائماً اقرب"
",""وش من ابتكارات واحنا باش ندخلو نتفرجو فيديو نشوفوه بجودة 244p"
"جماعه adsl كامل يعانو في اليل"""
",سلام عليكم ، الكابل تاعنا تاع الانترنت كان مسروق ايا جاو ركبوه وكلش ، فليكسينا اليوم محبتش تشعل نقطة تاع ريزو فالمودام، واش الحل"
",""وكيف لنا اكتشافها بلا انترنت"
"ثلاث اشهر وكابل مسروق ماقدروش ايجو يخدموه. للأسف دائما الأبعد"""
",""الفيبر 10 أشهر وهوما يركبو فيه لحد الآن لم يكتمل ريقلوهلنا.."
"ومبعدا شوفو التجارة الالكترونية"""
",رانا في اكتوبر ومكانش الفيبر"
",هل فيه إمكانية لتوصيل الألياف البصرية للارياف أو غير المدينة لي معندي بالتكنولوجيا"
",On veut de la fibre optique a Béjaïa et pas des publicités et des fausses promesses"
",حي بوزيدة بلدية بوعرفة لحد يومنا هذا لم تزود بشبكة الهاتف الثابت و الأنترنت رغم على أننا قمنا بكتابة طلب لحضرتكم"
",حتان يوصلنا الفيبر باه نشتركواا"
",علاه نتوما جبتوهالنا باش نشتركو مازالنا انترنت لقديمة"
",واش من عرض راح نستمتعوا بيه و احنا مزال ما وصلناش الفيبر رانا مزالنا بال 1515"
",ها سقمولنا ال Ping رانا بالفيبر وما سلكناش من ال packet loss"
",""وين راه المودم !؟"
"راني في 6 اشهر بلا نت"""
",متى يكون جاهز في قورصو وسط المدينة ؟؟ نحن بأمس الحاجة إليه؟؟؟!!! لم أفهم شيء كيف تروجون لشيء غير موجود ؟؟ و أتمنى ان أتلقى الرد على هذا الإنشغال ؟؟"
",مشكلة مع modame fibre optiqu"
",كي تجي تشوف تلقا اغلبية المواطنين مازال ملحقهمش فيبر تاع ربي و رحمتو وقت مالحق لحق"
",كي يلحقنا ساهل الحال"
",بلصتونا كل شي صح بصح انترنت 10ايام لا توجد"
",نحن سكان حي خبنة الصحن بلدية الطيبات ولاية تقرت نعاني من ضعف الانترنات ورفض جميع طلبات Adsl"
",لمادا لا تردون في الخاص"
",Algerie telecom the best"
",""Hadi haja chaba khirman déplacement l’agence nsa9siw ida lah9at la fibre wala mazala"
Merci

",جربت و اتحصلت على الرقم الجديد ، شكرا على كامل المجهودات"
",من فضلكم لما أحول إلى الفيبر ما مصير رصيد الأيام المتبقية من الاشتراك في الايدوم?"
",""هذا وش كنا نسناو فيه و هو تغيير الadslالقديمة و اخيرا"
"مشكورين على هذا العرض الناجح"""
",بالرغم من أننا في عقر مدينة الأغواط إلا أننا منذ عدة أشهر ننتظر و لا جديد يذكر"
",لا بغيتو فينا ربي طلقونا كونكسيون صبت شوي نو راح كلش"
",سجلنا و درنا شكاوي و رحنا للوكالات أو مكان والو"
",تخرجلي خطكم غير مؤهل مع ان الفيبر موجود في الحي اللي نسكن فيه مازال غير علبة التوزيع! علاش غير مؤهل و اغلب السكان اصلا ماهمش مدايرين الانترنت و ما يديروهاش لانهم مؤجرين مؤقتين ايا لمن رايحين تركبوه زعمة؟"
",جمعة مباركة"
",كان عندي خط عادي ....ركبولنا الفايبر ..لم اجد اي تغير بين الحالتين ...نفس الشئ"
",غيرونا الشبكة و من بعد ساهل الحال"
",""انا يقولي مؤهل بصح تغطية مكانش"
هل معناه انه سيتم تغطية حي نتاعي قريبا ؟
"و كيف سيتم احتفاظ برقم تواصل لاعلامي لاحقا بتوفرها ؟ وشمن رقم ؟"""
",رانا كرهنا من الشبكة القديمة كل يوم تقطعات كل يوم نشكو"
",ماهي مدة تجهيز الفايبر ان لم تتوفر في الحي الذي نتواجد فيه؟؟؟"
",حاب ندير ماعنديش ADSL"
",""ولاية بشار سنة و هوما يبيعو في نفس حي"
"... أحياء اخري غير معنيا بأمر"""
",وصلولنا الشبكة قبل ومن بعد ساهل"
",انا عندي ADSL و الان نحاوها و ربطو المنطقة بالفيبر و منطاو البايط تع الفيبر و ما رنيش عارف وينتا يمونطولنا اسكو نطلع ليهم ولا بحكم اني مشترك يجو تلقائيا"
",مزال ماوصلش عنذنا للأسف"
",ممكن تفسير اكثر"
",عيطتو لينا و وكالة قصر البخاري قالت مزال فهمو رواحكم"
",الحي تاعنا يتوفر على فيبر ندخل في سيت تاعكم قلك لا يتوفر تعيى تفهم ؟"
",متى يتم ربطنا بالفيبر ؟"
",لم يتم ربط الحي بعد و ظهر لي انه يمككني التحويل الى الفايبر،"
",شوفوا لجماعة ال4 جي"
",الى متى أسبوع بدون انثرنت في حي عدل 800مسكن عزابة بسبب قطع الكابل المزود لحينا من طرف مقاول رغم كثرة الشكاوي ولم يحرك أحد ساكنا نحن لدينا عقد معكم من يعوضنا هده الايام الى متى"
",للأسف كونيكسيو لافيبرو اوبتيك ماراهيش مستابيليزيا كامل هاد شهر نهار ضعيفة كامل وناهار مليحة"
",رانا نحاولو فيهم باش يرقلونا غير تلفون مقطوع مريقلوهش . زبائن القدم راكم سامحين فيهم"
",كان عندي مشكله في الانترنت وعيطت إلى رقم 12 وتم حل المشكل فورا.. شكرا لكم على احترافيتكم.. حقا الجزائر تطورت.. اتمنى لكل عمال اتصلات الجزائر كل الخير ومزيد من التقدم والنجاح"
",غير جيبو لي مودام برك عندهم 7 شهر مكانش وامبعد ديرو اشهار تاعكم"
",غير ديرولنا الفيبر وساهل"
",مزال مكمش قايمين بل واجب رانا في عشرين يوم بدو انترنات"
",إذا ما زال ما ركبتوش الألياف البصرية خلو العرض هذا يتواصل"
",زودوا الاحياء بالفيبر ثم قاموا بالاشهار له. ليشوف لاشهاراتكم يقول ان كل شيء متوفر والناس عازفة عن الاشترك في هذه الخدمة!!!!!!!"
",كيف يتم ذلك"
",""درت انترنت من اسبوع"
نهار خلصت حق شهر ثلاث ايام اولى مكاش النت مشكل تقني ومهدرناش
"مشات اسبوع ويوم راحت وين نشتكي افيدونا برقم نتصلو فيه"""
",مزال المواطن يعانى في بوسعادة من سوء التسير والامباللات ربي يجيب الخير"
",""Bjr. J'habite devant la grande poste. On nous a imposé la logne fibre avec modem. Mardi dernier."
"Ils nous ont dit qu'il suffit de faire 1500 pour activer internet sur la nouvelle ligne. Mais quand je formule le. Nouveau numero 020, on me dit que … En voir plus"""
",Salam pour résilier une ligne est ce que je dois le faire là où je suis résident ou je peux le faire dans une autre agence"
",الحاجة اللي مافهمتهاش. راهم مكملين خدمتهم منذ أكثر من شهرين و مازال ماجاوش عندنا وكي ندخل الهاتف تاعي يڨولي لست مؤهل ؟؟"
",وشبيه الريزو مراهش يمشي في 4g رانا من نهار الخميس"
",""الواحد مايكذبش والله هايلة كونكسيون تع لافيبر و ما تتكوباش بصح المشكل فالمودام هاذاك ، عندي 300مغ، نبعد عليه ربع ميترات تولي 150"
"نبعد عشر ميترات تولي 20 مغ ، المودام مشي مليح"""
",كونكسيو ثقيلة وكل يوم تنقطع وعايشين بالعاصمة وينو الخلل نخلصو دراهم كونكسيو كل يوم تروح"
",من فضلكم أعانى من مشكل المعلومات الخاصة بإشتراكاتى الهاتف و الانترنت غير محينة فى فضاء الزبون الخاص بى ما هو السبب"
",والله راني حاكم وحدي بالاديازال مادخلتنيش للموقع خلاص"
",و لي ماشي مؤهل وش يدير؟ الوقت راهو يروح والعروض راهي تخلاص.."
",""اهلية خطي تقول : ان مديرية اتصالات مسيلة حي 80 مسكن مزال ماربطوش حيكم بفيبر انتظر حتى يربطو حيكم وشكرا"
"اعوام طويلة"""
",من جويلية راهم بلا انترنت مساكن"
",الانترنت ضعيفة في الاغواط"

"Name,Comment"
",هل تعلم انني أبحث عن مودم 4G في الجلفة منذ أشهر، ولم أحظ به؟ وانتم تتكلمون عن الفيبر؟"
",ياو رانا حابيين نشتاركو ، ياولدي نمدولك 600 دج قاع ريقلولنا لافيبر برك"
",ياو اشتركنا بقا غير تركيب كاش عام"
",عطب في الباطة عندو أكثر من 20 يوم لليوم ماجيتوش تخدموه عيب"
",من بعد كي يكمل شهر تقدر تغير تدفق او لا ل 10 ميغا"
",هل يمكن اشتراك تقنية الياف البصرية لمن لم يشترك بانترنت adsl من قبل؟"
",كيفاش نشتركو وحنا مزال ما لحقكش قاع فيبر لمنطقة تعنا"
",كي يلحق الفيبر و من باعد ساهل"
",اخي لكريم انا مشترك منذو حوالي 6اشهر ولحد الان لم استلم المودام"
",Merci."
",رغم توفر حي تاعنا على خدمة الالياف بصح كي ندير تاست تخرجلي غير مؤهل"
",سجلت والفيبر كاين بصح المودام مكانش منذ مدة ( 10 ايام )"
",جربت ولقيتو يصلح وكي رحت للوكالة قالولي غير متوفر في حي نتاعك"
",""L'offre que vous êtes en train de proposer n'est pas disponible pour tout le monde , fallait détailler que pas mal de cités n'ont pas la boîte P.B.O , si je remplis les informations dans le site que vous êtes en train de proposer ( numéro de téléphone,… En voir plus"""
",غير مؤهل خطي"
",شهر ملي درنا دوموند لدرك مابان والو"
",غير متوفرة"
",Dans mon quartier l'installation de la fibre optique est installé depuis...........mais quand je clique sur le lien c'est out"
",""ياودي رواحو ديرولنا الفيبر كرهنا من adsl"
"وسط المدينة و مكنش فيبر"""
",بالتوفيق"
",Bravo bonne continuation pour notre Algérie telecom"
",هنيئا لكم"
",AT is the best!!!"
",الرقم 1 في افريقيا"
",ألف مبروك"
",Bonne continuation"
",""félicitations, bravo."""
",ربي يوفقكم"


"الرجل المحترم جدا"""
",تخلص كل شهر 30 الف؟؟"
",ركبنا مودام الألياف البصرية وغيرت كلمة المرور لكن وجدت ان بعض الهواتف قبلت كلمة المرور الجديدة ولم تقبل في هاتف اخرى وبقيت كلمة المرور الأولى متصلة بأجهزة الاستقبال الديمو والتلفزيون. يعني ان المودام يمشي باثنين من كلمة المرور. الحل من فضلكم."
",اشتركنا وسلكنا عندنا شهر مازال مامدولناش المودام"
",لقد مرت 5 ايام مندو ان قدمت الشكوى فمادا تنتظرون لاصلاح العطب ."
",يودي وفرو مودم 4G و مبعدا سهل يو مكانش المودم في وكالة التجارية و حتى هذا مودم تاع فيبر أو مكانش كيفاه راكم ديرو إشهار"
",ياو العرض كاين والفيبر كاش عام"
",شريت واحد ومخدمش"
",شكرا اتصلات الجزائر بومرداس فرع خميس خنشلة 24ساعة ما بين الطلب والتركيب .معجزة في الجزاىر"
",والله كارثة في ولاية المغير انا مشترك في خدمة ADSL الانترنات تمشي دقيقة وتحبس ساعتين كل شهر ندير شكوى بدون فائدة يقلك الكابل قديم يجي جديد نبدلولك نفس الهدرة كل شهر راني نخلص فيها باطل"
",قدمت طلب الرفع 27 مرة من الهاتف النقال و الله لا شيء تغير"
",انا دكا راكم عيطولي بلك خطي راهو مؤهل الالياف البصرية.كي ندخل نعمر الطلب اونلاين تخرجلي البناية والطابق. علما انا عندي سكن خاص ماناش تع باطيمات كيفاش ندير"
",أنا المكان لي راني فيه رغم أنو الألياف البصرية مش بعيدة عليا بزاف سقسيت في الوكالة قالولي مزالت مطولة باش يديروها ثما"
",السلام عليكم عيطت بسبب عطل خط الهاتف على الرقم12 قالولي اصلاح الخط لن يتجاوز 48 ساعة الان 4 ايام ولم يتم اصلاح الخط ورحت ليهم للوكالة قالولي عندهم شويا خدمة اصبر راهم يجيو"
",اللهم أشفي الأجساد المتعبة و ردّ إليها عافيتها، اللهُم أنزل شفائُك لمن مسهُ الضر واجبر من انهكهُ الوجع واهلكهُ التعب يا خالق المعجزات ورب المستحيلات أشفي وعافي كل مريض يتألم و لا يعلم بضعفه إلا أنت"
",راني مخلصة باش ندخل لالين عندي سمانة بصح مجاوش علاه ؟؟؟؟؟؟"
",""خطكم غير مؤهل للاستفادة من خدمة الألياف البصرية في الوقت الحالي. سنتصل بكم فور توفر هذه الخدمة."
"اتصالات الجزائر تشكركم على اهتمامكم."""
",تم قبول خطي بموقعكم على أنه يدعم خط الفيبر لكن لم اجد PBO قريب من منزلي"
",حنا اكثر من شهر سلكنا وما ركبولنا ماعطاونا مودام"
",كيفاه نعرف ان حسابي يقبل اشتراك Idoom VDSL او لا"
",حينا مربوط بخدمة الالياف البصرية منذ عام تقريبا لكن المودام غير متوفر في الوكالات التجارية على مستوى ولاية بسكرة"
",الانترنت تالاعكم ضعيفة بزاف 20 ميجا ماتلحقنيش حتى 10"
",ماهو رقم تحقق"
",هادي خدمة مليحة"
",حاجة مليحة للمناطق التي لاتوجد فيها تغطية للشبكات الاخري"
",Hadi mliha"
",لأ يوجد المودام 4G"
",وفروا لنا المودام رانا نستنا منذ مدة"
",ياو ديرولنا فيبر كرهنا من ADSL"
",المشكل انو كي تكمل الانترنت تتصل بالهاتف الأرضي للرقم 1500 يضربك جن ما يفوتش الاتصال"
",مكاش خدمة تعبئة الاحتياطية تقولك خطئ في العملية"
",وفرولنا خدمة هذه في idoom 4g"
",التطبيق بعد مايتفتحش كيفاه راح نتاصلو ؟"
",الخدمة الوحيدة اللي تصلح"
",لم افهم كيف يتم الخصم ب 10% عند الدفع الالكثروني"
",كي نجي فعل بالتطبيق تخرجلي خطأ فالعملية"
",c est le seul 7aja toslo7 fi service ta3kom xd psq vraiment important min dak tkon ma7tak cinq cinq xd"
",""my idoom"
"ما يدخلش ل espace client"""
",يعطيكم الصحة عندي قريب شهر ملي درت طلب خدموهولي عندي 4 ايام"
",""عند بلوغ عشرة ملايين..."
مع ضمان خدمة نوعية...
"سنتكلم عن رفع التحدي...… En voir plus"""
",حي النسيم دائرة التلاغمة ولاية ميلة نحن ننتظر"
",""C'est bien, mais ça serait mieux si vous raccorder les anciens quartiers et les quartiers populaires (nous somme d'anciens clients)."
"Ya pas que les nouvelles résidences dans l'Algérie."""
",نحن سكان 170 مسكن تالة مرحة بلدية بجاية بدون انترنت رغم طلباتنا العديدة لدى نديرو بجاية منذ 2022"
",""شرق غرب شمال جنوب"
"وحنا وقيل مناش منهم"""
",حي بوزوران باتنة ...ننتظر منذ سنتين تقريبا"
",حنا 2026 باش تلحقنا على حساب الشوفة"
",عندي اشتراك 200ميغا بالكاد أحصل على 20ميغا وفي وقت الذروة مكان والو"
",و ولاية قالمة ماكمش حاطينها فالحساب ولا تابعة لتونس وقيلا؟"
",نحن فالانتضار"
",3 شهور بدون الانترنت و نحن ننتظر في الفيبر في ولاية البليدة"
",في سيت خطكم مؤهل بصح مزال موصلش فيبر لموقعنا؟؟؟"
",وفرها لي اليوم انتقل ولا انتظر."
",عامين بدون الانترنت و نحن ننتظر في الفيبر في ولاية ميلة"
",من 2020 وحنا ننتظر فل الفيبر مبان والو"
",انترنت ضعيف معضم الوقت ولا تصلح لا للالعاب"
",نرجو منكم تمديد عرض الاشتراك حتا نهاية السنة ليستفيد الجميع من تخفيضات وشكرا"
",رانا دايرين دوموند اكثر من أربعة اشهر في مزغران ماكان والو"
",خاوتي نسحق شكون يفهمني كيفاه تمشيلي كونيكسيو فالويفي جواب جديد"
",تم ارسال الرقم على الخاص ارجو الرد من فضلكم"
",ردو علينا في الخاص"
",راني في عامين انا نسمع علي فيبر هههه"
",""مع اتصلات الجزائر"
لا حياة لمن تنادي
"الهاتف و انترنت مقطوعتان منذ شهر تقريبا … En voir plus"""
",""حاب نبدلها ذركي"
"عندي adsl"""
",ماذا بيا بصح بوفاريك مزال مفيهاش"
",وصلوهالنا قبل و من بعد اهدرو عليها"
",تطبيق روعة"
",عندي مشكل لا استطيع الدخول في تطبيق فضاء الزبون ولقد تقدمت بشكوى لكن دون جدوى"
",""bonjour, après une demande d'une ligne d'internet et on paie le forfait on doit attendre combien de temps pour venir installer la ligne ? Parce que j'ai commencé les démarches il ya bientôt un mois ET JE N'AI PAS ENCORE MA LIGNE D'INTERNET CHEZ MOI"""
",مافهمتش كل يوم نروح الانترنت على 2 زوالا و والواحدة صباحا يوميا في نفس التوقيت مافهمتش وين المشكل"
",اهم خاصية في التطبيق لا تعمل. و لي هي خاصية فضاء الزبون لا تعمل منذ مدة"
",حل الحب لكم من غزة"
",غير مؤهل نتظر إتصلات جزائر تجي تربط حي لا نحتاج لهذا تطبيق بمأنو علبة وخط FTTH مختلف عن ADSL"
",جربت فالموقع خرجتلي بلي مؤهل كي رحت للوكالة قالولي مكاين والوو كيفاه هادا ؟!"
",يرجى منكم تعميم الألياف البصرية في كل الأحياء"
",نحوس على رقم هاتف اتصالات الجزائر"
",حنا باش ندخلوا لالين تاع الهاتف قالولي مزااااال اصبري"
",لايوجد في منطقتنا. ديروه ومن بعد ساهل"
",اودعنا ملف لتثبيت خط الهاتف بوسط مدينة. مستغانم، قرابة أسبوعين ولم يظهر لهم أثر."
",مشاريع ربط متوقفة عند 70 % في اغلب ولايات"
",اشتركنا ودفعنا حقوق الاشتراك منذ قرابة 8 اشهر دون انترنت"
",اسعار ايدوم4g شحال رهم ؟؟"
",كون راهي داخل عندي في بلدية حاسي زهانة كون تقولولي خلص مليون نخلصه ومنقولش لا"
",حتى توصلوها للناس ومن بعد هدروا على الإشتراك"
",كم سعر ايدوم 4G واين نجده للشراء ؟؟"
",نقدر نشريه مزال ملحقوناش الكابل راهم مع المونتاج"
",دائماً اقرب"
",حلم حي الشهداء عين الدفلى. الفيبر. مزال مادروهش في"
",التغطية متوفرة في منطقتنا لكن المودم غير متوفر لدى الوكالة التجارية في اكبر بلدية بالولاية"
",ما تزال عدة أحياء بعاصمة الولاية غيليزان بدون شبكة الألياف البصرية على غرار زغلول وسطال وشميريك وغيرها فما بالكم مع أحياء البلديات الأخرى ؟؟؟"
",مكاش الا هداكم ربي ديرونا وادي الشرفاء عمورة مركز فيبر رانا نعانو"
",ردوا على الرسائل"
",التدفق كارثي والشبكة غير متاحة حتى في أقرب الأماكن إلى الهوائيات"
",الريزو في الليل أضعف من كل الشبكات"
",ثقيلة"
",وفرو الاجهزة اولا، فرعكم في ورقلة دائما هناك عجز في مسايرة الطلب"
",Algérie Télécom - إتصالات الجزائر 150 gb a vitesse de 512kb/s عيب تسموها الجيل الرابع"
",نحن بلدية حدالصحاري ولاية الجلفة من شهر غياب التغطية الشبكة وأنتم خاصة مصالحكم لا تهتمون للأمر"
",كونيكسيو ثقيلة"
",""ما فائدة هادا العرض اذا كانت شبكة ضعيفة"
"نحن سكان مدينة متليلي ولاية غرداية نعاني من ضعف شبكة4g"""
",اطلقونا شبكة الألياف باش ما نضيعوش العرض"
",اطلقونا شبكة الألياف باش ما نضيعوش العرض انتم من ضيعتو العرض عليكم كي شغلت كاين الفيبر وحنا باغيين النحاس"
",صباح الخير والبركة الجميع و جمعة ب"
",يا اخي العرض قريب يخلاص و المقاول ما كملش الخدمة في جيهتنا كان تمددو العرض نكونو شاكرين ليكم"
",""Ça fait plus de deux mois que j'ai déposé deux demandes fibre pas de réponse"
"Localité couverte par le réseau fibre"""
",لا فايبر لا مودام كيفاه حلبينا نشتركو"
",كيفاه ما نضيعوش الفرصة . ولايتنا وادي سوف من الجنوب الكبير لا يوجد عندنا شبكة الألياف لتقولوا عليها. وقت ما تتفكروا بلي الجنوب تابع للجزائر و توصلونا شبكة الألياف وقتها ما نضيعوش الفرصة. الآن الفرصة عند قلة من مواطنين الشمال فقط."
",""لقد قمت بالطلب وتم توصيله في ظرف شهر فقط"
"شكرا تم التوصيل بنجاح"""
",5 mois entreprise mli bda mzzal mrkb cable ???"
",دخلولنا فيبر و منبعد مدولنا عروض"
",عندنا اكثر من شهر ملي قدمنا الطلب مكان والو"
",نعم في كل مرة أسدد الفاتورة أو الأنترنت إلكترونيا بعد عدة أيام أتحصل على bonus وأعرف ذلك عن طريق فضاء الزبون لاتصالات الجزائر حيث أجد تاريخ انتهاء الانترنت تغير وكذلك 30دقيقة كلام من الهاتف الثابت نحو الهاتف النقال."
",جوهر جدل معكم هو شبكة الفيبر طال انتظاري ومتشوق بتجربته وااستخدامه لاني شاهدت فيديوهات كثيرة واطلعت عليه و رايت ان فيبر لديه قدرات عالية جدا و خيالية وهو تقنية المستقبل ربي يوفقكم واعتذر عن ازعاجكم بكل احترام"
",اين هو هذا البونيس كل ما نقرا الاعلان هذا ونخلص بالذهبية مكاش بونيس ونروح نتاكد بلي العرض مزالو بصح مكان حتى بونيس . قريناها بلي 48 ساعة و قبل وبعد ومكان والو"
",انا دائما نخلص بالدفع الالكتروني مدة عامين وجامي شفت البونيس نتاعكم هذا"
",لا وجود للبونيس ، خلصت قبل انتهاء الاشتراك ب يومين و ليس لدي ديون و لم اتحصل على اي شيء ."
",اين هي الانترنت نخلصوا باطل القطاعات تذبذب ضعف اي ما كاين والو عن تمنراست أتحدث خدمات دون المستوى اكثر من شهرين والنت ضعف تذبذب القط8اع 4 ج موبيليس احسن بكثير"
",شحال بونيس من نهار ؟"
",انا اشهد لكم انتم احسن نموذج في مجال دفع الاليكتروني عندكم قدرات ممتازة مجربها بكارت ذهبية منذ سنوات طويلة"
",تسديد الفاتورة ما يتعداش 5 دقايق و لاكن ما كان حتا bonus راني نسلك بيها هادي مدة"
",درت دفع الاكتروني وبسبب ريزو سلكت 3 خطرات وحسبتوهالي شهر متقدروش تمدولي فترة لاشتا شهرين"
",ماذا عن الأحياء غير المؤهلة للألياف البصرية؟ هل ستحرموننا من هذا العرض"
",يا Algérie Télécom - إتصالات الجزائر العرض غير متوفر في ولاية الجلفة .ويمكنكم التاكد بنفسكم"
",حبيت ندير الويفي في المنزل واش لازم الملف"
",و اصحاب ADSL خطوط القديمة يعانوا"
",وفرو نا لي مودام راهم مكانش"
",درت augmentation من نهار الخميس 17 يوم السبت مزادوليش"
",""ربي يحفضكم"
"ونحبوكم كل"""
",لم استطيع الدخول في موقع فضاء الزبون رغم محاولتي عدة مرات لكن بدون جدوى"
",يا اتصالات الجزائر رانا ملبارح علي ساعة 3 وحنا بلا انترنات لليوم واش كاين"
",الوكالة التجارية بولاية الشلف كارثة لازم تدي نهار من الخدمة باش تخلص الفاتورة دايمن الغاشي وخدامة مكانش"
",شريت ابيس جديدة من إحدى وكالات اتصلات الجزائر ولم يتم تفعليها ممكن مساعدة؟"
",إلى متى تتكرم إتصالات الجزائر علي داءرة بطيوة بوكالة تجارية"
",شحال دار مودام 4 جي عندكم يعني كي دير دوموند شحال تخلص"
",عندي شهر ملي طلبت العرض وليومنا هذا مجاوش ركبو ؟!!!!!"
",هذا ثلاثين ألف ولا ثلث مياتلف.؟!"
",العرض راح يخلاص وحنى موصلوش لينا حي الصفصاف مفتاح لوكان غير تزيدو في مدة العرض"
",يا اهل اتصالات الجزائر ولله من لبارح وكونكسيو مقطوعة عندنا شفوهالنا راهي تروح وتجي يوتيوب مهوش يمشي خلاص اضربو طلة عليها عندي شغل بيها"
",نريد عرض خاص ليوم 1 نوفمبر"
",الفيبر بعيد 300 متر فقط على حي 750 مسكن سيدي المداني مزال ملحقش"
",ياو ديرولنا برك كونكسيوfibreفي لكرطي برك"
",مكانش لي مودام في قسنطينة"
",""انا عندي adasl"
نحوس ندخل v dasl
"كيفاه ندير"""
",""يا اتصالات الجزائر حنا لي بدلتونا خط من اديسال إلى الفيبر درتلونا تدفق بحجم 20 ميغا طلعوتنا السعر 2200 بعد ماكنا نخلصو غير 1600 في تدفق عشرة ميغا"
مشكل انو هذي 20 ميغا تشبه تماما تدفق عشرة ميغا
"رحت قدمت طلب من أجل خفض تدفق قوبل طلبي بالرفض تام بحجة ان… En voir plus"""
",المشكلة فسرعة الرفع فلadsl يجب رفعها حتى نسطيع عمل بثوث مباشرة و رفع ملفات بأحجام كبيرة"
",""طريق الشيوخ حسين بوشاشي بوزريعة"
"نحن في الإنتظار"""
",سلام عليكم خاوتي ممكن تعطوني حل صغير انا عندي هدا المودام في شريحة اتصالات الجزائر لكن عندي بروبلام معنديش ريزو في البلاصة لي نسكن فيها واش هو الحل للعلم هادا المودام متتبلاصاش فيه لونتان لي تجبد ريزو"
",دخلنا لالين منبعد ساهل"
",نحن في انتظارها ، الامدادات تمت و الربط مازال."
",ربما تصلنا الألياف في نهاية عام 2026"
",يرجى التدخل وكالة حاسي مسعود لا تتوفر على المودام كذلك يتحججوا بنقص الموظفين"
",للأسف الربط لم يغطي بعد كامل الأحياء معنا في البلدية، ونحن ننتظر من سنة وشوية"
",واش راني نستنا .؟ توصيل الفيبر في الحي لي نسكن فيه"
",""حنا في براقي ما زال ما خدمولناش ايدوم فيبر و رحت لاتصالات الجزائر ل بن غازي قالولنا مزال."
"لكن حنا تان من حقنا نستفادو من هاذا العرض"""
",ركبت الخميس ولحد الان مكاش انترنت"
",مهتم"
",""عندي خلل في كابل واكتشفت انو مشكلة في الانستطالاسيو كامل"
"رغم تعديل لكن المشكل مزال كاين"""
",ما المقصود برقم الاتصال وكيف اعرفه"
",""السلام عليكم. جاو عندي لبارح و ركبولي المودام تع الالياف البصرية و حتى الان مكاين والو حتى الخط القديم لا يعمل مع العلم اني خلصت شهر كامل عندها يومين."
"و شكرا."""
",""سلام عليكم"
"جاو عندي نهار الخميس ركبوا المودام تع الألياف البصرية ،بصح ما كاين والوا ،ما زالني نستعمل الخط القديم"""
",للاسف لم تصلنا هذه الخدمة بعد . حي بوعريف 2 بارك افوراج باتنة"
",انترنت مقطوع على كل السويدانية كاش تفسير"
",و في حال غير مؤهل! ما يجب فعله؟"
",""سلام عليكم"
قمنا بمراسلتكم في الخاص
"ارجو الرد"""
",نسنا يوصلنا الفيبر للحي المشكل انو الفيبر ماكانش."
",الخط غير مؤهل ماهو الحل"
",ممكن تردوا عليا في الخاص ؟؟"
",منا نيربطو الاحياء بالالياف من بعد يديرو العرض"
",أشغال الربط بالألياف البصرية بطيئة جدا 7 شهور ومزال مكملوش كرهنا من adsl كل يوم تروح وبطيئة"

"درت اشتراك معكم ولم يتم الربط بعد اين هو الخلل"""
",ما تنساوش تزيدو شهر وحداخر بلاك يلحق لعندنا الفيبر"
",قسنطينة حي بوالصوف بدون إنترنت و modem منذ جانفي"
",ديرولنا فيبر (يوم 2)"
",""200 ألف في الشهر بزاف."
"لازم تخليو عرض 160 ألف."""
",المودام كاين ،الخط الهاتفي الجديد يمشي و الانترنت مكانش !!!!!"
",""جاو في الحي تاعنا يخدموا الفيبر"
"من ماي حتى الان وهما يخدموا ماخلصوهش"""
",الاشغال غير مكتملة جيهتنا"
",بالنظر لسرعة التدفق البطيئة هذا العرض لا فائدة منه"
",والتدفق .00000000.1"
",الانترنت ضعيفة بزاف والويفي يطفى ويشعل وساعات حتى نطفي المودام باش تخدم كيان حل عياتني؟"
",عندي مدة نبحث عليها في بوسعادة.. وكل مرة يقولو غير متوفرة.. أين الخلل؟؟"
",كم سعر مودام 4G"
",علابالكم باللي التدفق ضعيف علاه ما تريڤلوش رواحكم"
",مودام 4G شحال سومته"
",مشكل كبير في التدفق ساعات الذروة تولي ماتخدمش"
",التدفق ضعيف جدا 150 جيجا لن أستهلك سوى ثلثها خلال شهر."
",ارفعو سرعة التدفق"
",عندي ثمانية أيام من توصيل فيبر إلى البيت وبلاصاو المودام لكن لم يوضع في الخدمة رغم اربع شكاوى عبر رقم 12 لم يتم تفعيل الخدمة إلى يومنا .. عين النعجة العاصمة ... للأسف إتصالات الجزائر راكم خارج الخدمة .. لا احترافية ولا مهنية"
",خطنا مزال متأهلش راه في التصفيات"
",يا خويا وقتاه تجيبولي علبة تاع الانترنت قريبة للمنزلة من 2016 و انا نستنا وقتاه تجيبوها . و لا انا منسالش معاكم . لمدا هكدا تمسخير . تبداو بالجداد و تنساو القدام"
",رانا مشتركين في الفيبر اكثر من شهر والمودام مكانش"
",سلام تكسرلي مودام فيبر و حابة نشري اخر هل يعطوهاي في نهاري و لا لازم ندير دموند و نستنى"
",ولاية كاملة مافيهاش الالياف البصرية وبالتالي ماتبقاوش تهدرو وخلاص"
